Season,Wteam,Lteam,Wscore,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wto,Wstl,Wblk,Wpf,Lscore,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lto,Lstl,Lblk,Lpf
2015,1199,1149,58,16,43,2,16,24,34,12,6,3,17,47,16,54,8,31,7,13,18,5,1,28
2015,1210,1351,61,22,58,2,15,15,20,12,5,3,15,54,21,51,3,19,9,14,8,8,2,18
2015,1211,1385,73,27,51,4,14,15,25,17,5,2,21,66,22,60,8,24,14,23,14,11,3,22
2015,1220,1238,86,31,56,13,23,11,18,16,7,8,20,56,16,55,7,21,17,26,17,7,1,18
2015,1228,1124,62,23,59,6,23,10,18,5,6,2,20,54,17,51,5,21,15,25,15,4,3,18
2015,1231,1422,87,28,56,9,24,22,29,13,8,3,10,79,31,63,14,23,3,7,12,9,0,23
2015,1240,1366,74,21,52,3,13,29,33,13,12,5,21,71,25,52,5,12,16,25,16,8,6,24
2015,1242,1397,82,24,49,8,19,26,34,16,3,2,21,67,24,54,6,18,13,23,10,7,3,28
2015,1256,1359,77,25,53,6,18,21,31,21,10,11,15,64,26,72,3,19,9,12,15,11,3,26
2015,1268,1284,61,17,45,6,19,21,26,10,4,3,18,56,17,46,6,21,16,20,12,6,5,22
2015,1272,1232,72,24,52,5,12,19,24,17,11,5,22,62,16,49,6,22,24,30,15,11,5,20
2015,1274,1375,87,31,57,7,16,18,23,9,3,8,11,75,32,79,4,18,7,14,6,7,2,19
2015,1277,1266,79,26,45,12,23,15,18,16,7,6,18,68,25,56,6,14,12,18,12,8,0,17
2015,1278,1208,66,22,52,10,22,12,23,13,8,3,21,62,22,48,3,14,15,21,18,6,3,22
2015,1279,1166,75,25,48,6,15,19,21,8,9,3,16,68,22,50,13,31,11,17,12,3,2,19
2015,1280,1387,75,30,54,8,17,7,9,14,4,5,16,50,20,55,5,20,5,13,11,4,3,12
2015,1286,1426,104,28,54,18,26,30,33,10,1,3,27,81,26,60,7,18,22,32,9,7,6,28
2015,1294,1391,82,29,52,6,13,18,21,6,7,2,24,62,22,47,6,20,12,21,12,2,2,18
2015,1300,1183,65,23,47,8,16,11,13,9,5,3,14,40,14,44,4,20,8,11,12,6,3,13
2015,1301,1129,60,20,47,6,16,14,21,11,2,4,16,54,20,58,8,28,6,8,9,3,1,22
2015,1304,1404,75,26,55,10,23,13,16,16,3,3,12,64,23,52,11,27,7,7,18,10,2,18
2015,1313,1383,72,26,48,3,8,17,25,21,8,4,24,70,24,54,6,22,16,24,21,7,7,23
2015,1314,1196,75,23,51,6,12,23,31,19,9,7,22,64,20,61,6,27,18,23,16,11,5,25
2015,1319,1380,70,23,51,6,18,18,23,12,6,4,20,63,23,56,3,21,14,19,14,7,3,18
2015,1326,1241,73,26,63,6,18,15,21,15,12,7,15,56,22,56,4,21,8,11,21,4,1,17
2015,1336,1137,88,30,54,8,15,20,26,13,6,4,23,80,26,53,10,16,18,24,14,4,4,24
2015,1339,1293,64,22,49,5,15,15,18,14,5,0,15,61,23,54,7,25,8,13,10,5,2,17
2015,1344,1463,72,22,43,3,13,25,40,11,7,5,15,66,24,58,8,31,10,14,14,3,3,27
2015,1347,1299,65,21,46,9,21,14,22,14,2,6,10,57,24,63,3,14,6,10,9,8,4,18
2015,1348,1365,66,25,47,8,18,8,12,15,7,3,17,44,16,41,5,15,7,9,13,4,2,13
2015,1353,1435,68,24,61,7,23,13,19,8,7,1,16,65,24,50,8,17,9,14,14,3,2,18
2015,1360,1343,75,23,54,11,17,18,26,9,2,5,13,65,23,51,6,20,13,15,8,5,4,27
2015,1364,1273,65,21,56,4,12,19,24,19,2,9,24,60,20,59,3,15,17,23,9,6,2,21
2015,1367,1168,79,26,59,8,20,19,27,9,12,4,22,64,20,49,7,23,17,23,17,5,2,22
2015,1372,1122,83,31,49,4,11,17,19,19,7,3,29,62,20,48,4,14,18,31,17,6,4,17
2015,1389,1398,66,16,39,8,20,26,39,15,8,5,20,58,19,50,7,17,13,19,13,9,3,27
2015,1393,1221,72,26,56,0,14,20,25,15,9,6,15,48,15,56,3,16,15,21,13,10,4,19
2015,1394,1290,75,24,47,5,18,22,26,13,4,4,18,66,22,60,5,12,17,24,6,9,0,21
2015,1395,1133,57,15,40,2,16,25,33,11,9,2,20,49,15,42,4,11,15,24,17,4,1,24
2015,1401,1309,87,33,63,9,21,12,19,10,6,7,21,65,19,51,6,14,21,27,17,5,1,19
2015,1408,1368,71,25,54,7,19,14,18,13,3,3,14,61,23,48,8,21,7,9,20,6,3,20
2015,1411,1249,71,26,52,3,14,16,20,12,10,4,19,59,22,48,3,13,12,20,17,7,4,19
2015,1417,1412,88,27,63,7,22,27,36,12,6,4,17,76,26,68,8,28,16,22,10,9,5,26
2015,1428,1315,90,30,45,6,14,24,34,14,2,8,14,53,19,58,5,16,10,15,10,9,1,29
2015,1431,1462,77,26,54,8,20,17,26,13,3,4,22,73,28,61,8,19,9,15,9,5,2,21
2015,1434,1179,66,24,55,7,21,11,17,4,6,3,17,46,14,40,8,22,10,13,15,1,1,15
2015,1438,1247,64,22,46,3,7,17,22,12,8,4,23,56,18,45,4,14,16,25,13,8,0,21
2015,1444,1363,79,27,49,10,14,15,21,12,6,3,16,60,21,51,8,23,10,16,12,5,4,19
2015,1449,1253,80,28,59,11,26,13,18,8,4,6,20,70,23,55,8,22,16,22,13,3,4,21
2015,1450,1349,76,24,51,7,15,21,29,10,4,5,20,74,26,65,8,22,14,20,8,1,2,22
2015,1458,1328,69,27,62,9,28,6,8,11,12,3,18,56,17,46,5,20,17,19,21,5,2,16
2015,1113,1159,78,25,46,6,17,22,31,11,6,3,19,71,25,50,9,18,12,18,14,4,1,24
2015,1114,1146,85,30,55,4,14,21,25,9,9,3,15,71,26,55,11,25,8,11,15,5,2,21
2015,1125,1325,83,29,57,14,30,11,18,8,0,0,16,81,33,67,9,28,6,10,6,3,4,20
2015,1138,1145,72,29,60,5,18,9,13,13,9,7,16,57,21,65,6,25,9,12,15,7,2,13
2015,1140,1184,90,32,55,15,28,11,15,19,8,0,19,76,24,49,9,24,19,23,17,8,4,20
2015,1141,1213,79,27,59,8,25,17,22,4,6,1,19,77,27,47,9,22,14,20,15,1,1,24
2015,1161,1364,65,19,54,4,14,23,27,8,3,6,17,63,24,53,5,11,10,16,11,1,5,23
2015,1162,1110,52,21,48,4,21,6,10,9,6,3,13,43,18,50,3,9,4,6,10,8,3,13
2015,1165,1127,68,26,57,11,25,5,13,11,6,2,23,54,17,47,4,16,16,26,12,5,1,16
2015,1166,1292,57,17,37,5,15,18,21,10,4,3,12,47,18,46,4,14,7,14,10,6,1,20
2015,1168,1198,64,21,49,3,14,19,26,14,11,0,19,61,21,54,2,13,17,23,14,6,5,20
2015,1172,1423,72,23,67,8,23,18,25,11,10,3,23,49,17,56,3,15,12,20,20,6,7,22
2015,1173,1227,75,27,52,8,16,13,18,11,6,3,18,41,15,54,7,23,4,10,12,5,4,17
2015,1183,1380,54,18,31,8,15,10,18,18,4,6,17,43,15,47,2,10,11,15,12,8,2,21
2015,1204,1354,71,22,50,8,23,19,22,13,8,4,11,58,21,56,11,25,5,8,18,5,2,17
2015,1206,1264,64,21,57,3,11,19,26,14,3,3,22,63,18,41,8,17,19,26,12,6,2,20
2015,1209,1237,66,23,52,2,13,18,24,12,13,5,18,63,20,44,8,16,15,17,24,8,0,23
2015,1217,1269,75,31,61,5,15,8,14,8,4,4,19,73,25,52,4,9,19,29,12,5,5,17
2015,1229,1464,85,26,60,6,18,27,38,19,5,9,19,73,27,65,7,22,12,14,13,11,0,28
2015,1234,1255,77,31,71,9,30,6,9,7,10,9,11,44,15,48,4,10,10,14,20,4,1,14
2015,1244,1151,77,19,49,5,12,34,44,16,7,4,27,69,23,59,4,17,19,29,17,6,8,23
2015,1260,1245,69,24,47,7,13,14,24,14,7,2,18,61,23,59,8,20,7,16,13,8,4,19
2015,1261,1270,83,33,61,5,15,12,18,13,9,3,12,72,29,64,7,21,7,15,15,11,1,17
2015,1271,1200,72,22,42,6,14,22,28,18,8,3,23,66,21,45,4,17,20,31,20,10,2,23
2015,1276,1311,91,32,58,14,24,13,16,13,7,1,15,62,23,56,8,19,8,8,14,5,3,17
2015,1279,1153,66,25,51,5,10,11,18,6,5,3,22,54,17,56,2,19,18,26,10,1,4,18
2015,1290,1299,66,21,57,5,14,19,26,14,9,1,19,63,22,59,2,14,17,29,21,10,7,24
2015,1297,1225,79,28,49,5,16,18,26,13,6,5,25,74,24,56,7,19,19,29,14,4,0,24
2015,1300,1319,40,15,45,3,21,7,12,10,9,5,13,36,13,41,6,16,4,12,11,4,4,14
2015,1303,1305,78,26,52,7,15,19,28,11,10,8,21,54,19,59,3,17,13,21,20,7,4,19
2015,1312,1182,84,29,51,12,24,14,20,22,6,3,22,81,26,61,12,24,17,24,14,9,1,21
2015,1313,1389,60,19,43,4,15,18,25,13,7,3,16,58,18,40,12,22,10,16,15,4,1,22
2015,1318,1193,57,21,49,3,14,12,18,14,7,2,10,48,20,57,5,17,3,4,17,4,6,18
2015,1323,1152,90,31,53,14,25,14,22,10,9,3,8,42,17,55,5,23,3,4,16,7,2,20
2015,1324,1405,81,27,49,10,20,17,21,20,7,3,22,79,26,61,5,21,22,26,11,13,1,19
2015,1330,1433,73,20,42,9,17,24,30,12,5,6,21,67,23,59,8,25,13,22,10,5,4,25
2015,1334,1273,55,17,44,7,19,14,17,14,2,2,23,48,16,47,3,10,13,18,11,4,3,17
2015,1339,1179,71,27,54,7,19,10,12,8,4,1,9,59,24,47,8,17,3,4,12,5,2,15
2015,1347,1394,57,18,40,7,17,14,20,13,3,3,23,46,16,46,4,15,10,24,12,8,1,22
2015,1369,1105,85,25,59,7,20,28,46,11,8,5,27,51,15,48,1,12,20,41,19,4,5,29
2015,1370,1169,70,22,54,13,27,13,15,11,5,1,10,58,23,60,5,13,7,9,6,8,5,13
2015,1371,1203,58,19,49,2,14,18,24,14,9,4,18,54,19,47,2,8,14,19,18,4,1,20
2015,1373,1259,81,27,58,5,14,22,26,6,4,3,25,71,21,48,3,14,26,33,14,3,6,26
2015,1378,1239,79,30,62,4,14,15,19,8,8,8,16,65,22,63,6,18,15,23,15,4,1,16
2015,1382,1310,74,26,56,3,12,19,25,15,11,8,19,59,19,52,7,17,14,22,20,7,1,18
2015,1383,1398,59,17,53,2,18,23,39,10,3,7,14,57,20,55,8,15,9,18,10,5,4,28
2015,1384,1298,85,34,52,11,22,6,12,14,9,2,11,68,30,60,6,19,2,5,17,10,2,15
2015,1387,1133,60,23,47,6,19,8,14,12,5,2,19,57,19,46,9,24,10,16,19,4,1,18
2015,1388,1142,82,28,58,15,29,11,15,11,2,1,17,56,19,56,4,16,14,19,7,4,1,19
2015,1391,1197,62,24,47,8,19,6,13,12,4,5,20,50,19,50,3,14,9,16,7,3,0,16
2015,1395,1280,61,22,45,2,12,15,29,15,3,2,20,52,19,52,3,10,11,20,12,10,3,25
2015,1406,1420,77,22,41,7,12,26,32,19,5,2,20,66,24,48,5,14,13,21,11,8,3,27
2015,1410,1315,78,30,56,3,10,15,22,10,9,4,19,60,19,53,5,19,17,24,14,5,3,18
2015,1413,1430,64,27,52,7,20,3,8,14,9,1,15,43,15,51,4,19,9,13,16,6,0,9
2015,1414,1258,80,31,58,6,15,12,20,11,7,9,18,72,27,62,8,20,10,19,9,5,4,21
2015,1415,1101,76,28,58,8,16,12,19,15,8,5,14,56,19,53,7,16,11,13,12,10,3,15
2015,1424,1107,75,27,51,9,21,12,17,16,7,8,18,59,22,59,5,17,10,16,11,3,0,15
2015,1428,1106,93,32,60,10,23,19,32,8,8,6,17,62,19,54,7,14,17,24,17,4,6,28
2015,1434,1293,93,31,52,11,20,20,27,14,10,3,15,58,20,55,8,20,10,13,16,10,2,23
2015,1435,1247,68,26,48,4,11,12,16,7,5,0,13,55,22,51,4,14,7,11,10,3,0,19
2015,1438,1353,45,18,55,2,16,7,9,7,7,1,9,26,12,48,0,13,2,3,12,4,5,11
2015,1447,1335,64,24,54,6,20,10,16,10,7,3,23,61,19,33,4,11,19,28,22,6,0,22
2015,1450,1283,89,28,55,9,26,24,29,9,1,2,18,84,30,61,10,22,14,18,10,5,0,24
2015,1452,1158,86,30,66,6,20,20,26,7,12,5,19,57,21,44,7,17,8,16,18,3,3,23
2015,1455,1409,75,25,54,12,26,13,21,6,5,0,15,55,21,51,8,16,5,8,10,0,2,20
2015,1456,1459,66,21,32,5,11,19,31,15,7,4,19,62,21,45,5,14,15,19,11,7,1,26
2015,1460,1367,56,21,48,9,28,5,6,14,4,3,16,51,18,48,7,19,8,13,15,5,3,12
2015,1461,1308,78,25,49,3,10,25,31,10,4,4,19,75,28,61,7,18,12,18,9,4,1,25
2015,1103,1136,72,24,52,9,23,15,23,13,4,5,13,66,21,60,13,28,11,15,8,8,0,19
2015,1116,1233,94,34,83,11,25,15,23,11,8,4,15,77,28,65,7,23,14,20,18,5,6,15
2015,1132,1178,64,22,57,6,21,14,19,14,7,5,18,63,22,49,7,18,12,16,10,9,5,17
2015,1143,1201,64,25,55,5,16,9,16,12,5,6,21,57,18,50,5,15,16,23,11,5,3,17
2015,1150,1421,66,24,77,6,27,12,26,8,4,4,12,63,23,59,9,24,8,10,9,3,12,22
2015,1160,1252,84,27,49,6,16,24,34,13,4,9,14,75,26,65,13,33,10,12,8,7,2,28
2015,1176,1309,79,29,53,9,24,12,17,8,7,3,20,60,23,54,2,8,12,18,15,4,1,17
2015,1177,1390,87,31,57,7,14,18,24,13,12,5,18,72,30,62,4,19,8,11,21,6,5,19
2015,1180,1379,59,24,50,6,14,5,6,11,5,4,13,36,15,47,2,13,4,9,11,4,0,11
2015,1181,1119,93,31,60,4,19,27,37,10,9,4,17,73,26,57,7,16,14,18,14,4,0,24
2015,1187,1148,74,31,52,6,13,6,7,12,4,3,11,59,24,55,6,17,5,6,13,4,3,9
2015,1189,1275,70,24,57,9,25,13,16,13,6,2,18,68,25,59,5,21,13,14,16,8,2,17
2015,1195,1355,71,25,55,5,11,16,23,15,8,2,20,58,20,62,4,20,14,17,12,6,7,20
2015,1210,1348,64,19,42,5,9,21,31,18,8,2,20,61,22,50,3,16,14,18,16,7,2,25
2015,1242,1277,61,20,54,3,14,18,27,12,3,5,17,56,19,59,6,17,12,17,7,5,4,22
2015,1246,1344,58,24,53,2,7,8,17,7,12,5,20,38,11,39,3,12,13,18,18,1,3,13
2015,1248,1192,82,29,56,5,16,19,23,9,6,6,18,61,23,66,6,24,9,19,13,3,5,19
2015,1253,1462,73,26,62,10,22,11,18,13,5,7,15,70,28,69,2,16,12,13,12,8,4,19
2015,1262,1131,69,22,42,7,21,18,24,15,0,0,17,59,20,56,9,29,10,18,7,4,0,21
2015,1266,1397,67,23,43,6,14,15,23,9,9,1,10,59,26,60,3,20,4,6,15,5,3,24
2015,1268,1440,95,37,64,3,12,18,26,20,6,10,15,77,30,76,12,42,5,9,18,6,3,23
2015,1293,1179,68,23,54,4,15,18,26,12,14,1,17,59,22,44,6,14,9,11,21,7,3,19
2015,1294,1197,95,34,59,12,27,15,20,9,9,1,25,56,16,48,1,9,23,35,13,3,1,13
2015,1295,1286,72,28,56,11,23,5,10,6,4,3,16,51,17,50,7,23,10,14,9,2,0,13
2015,1296,1263,61,16,52,3,16,26,36,17,9,3,12,56,23,57,7,22,3,7,17,9,1,29
2015,1306,1171,65,25,52,6,20,9,14,7,5,1,15,63,22,47,8,16,11,18,12,3,3,17
2015,1320,1350,55,17,44,5,10,16,23,8,6,3,17,50,20,51,4,17,6,9,11,4,4,21
2015,1332,1340,81,29,64,11,26,12,13,11,5,12,21,59,17,66,4,20,21,29,9,6,4,15
2015,1343,1363,69,26,46,8,17,9,17,13,7,2,15,54,19,43,9,22,7,10,18,4,2,18
2015,1346,1436,89,28,51,5,12,28,32,16,2,4,22,73,23,51,3,10,24,30,6,9,6,24
2015,1357,1144,71,25,56,3,11,18,23,11,7,2,18,62,19,51,6,19,18,25,17,9,3,20
2015,1362,1285,76,24,37,3,11,25,35,17,4,1,18,57,20,60,10,35,7,14,10,7,1,27
2015,1365,1351,68,24,48,10,22,10,12,11,4,1,13,60,25,60,6,24,4,7,9,6,0,14
2015,1374,1284,63,23,51,5,15,12,16,10,8,4,12,51,18,45,7,20,8,13,16,8,2,15
2015,1377,1167,68,20,52,8,25,20,29,14,5,3,18,66,23,53,3,18,17,19,15,5,4,22
2015,1381,1427,93,31,58,15,26,16,21,15,6,6,32,92,28,55,8,18,28,46,9,5,2,18
2015,1396,1254,70,26,67,4,26,14,25,4,4,6,15,56,21,61,7,26,7,12,10,2,4,20
2015,1400,1163,55,17,46,7,20,14,19,13,4,8,14,54,17,56,3,16,17,21,8,3,4,15
2015,1403,1102,63,20,52,6,19,17,22,18,9,4,13,62,23,47,8,18,8,9,18,12,4,19
2015,1408,1399,73,31,58,6,18,5,7,13,7,1,13,68,26,57,5,18,11,16,13,4,2,13
2015,1416,1126,75,24,46,8,14,19,25,9,5,2,11,67,27,52,5,12,8,13,9,5,4,19
2015,1425,1307,66,23,60,4,17,16,23,9,5,2,17,54,18,55,3,24,15,23,12,5,8,18
2015,1434,1339,70,29,58,7,19,5,8,12,5,5,15,55,20,49,9,19,6,7,12,5,3,14
2015,1437,1174,78,28,58,13,32,9,12,13,7,6,11,47,18,58,7,25,4,7,17,7,2,11
2015,1439,1288,83,28,50,12,18,15,22,17,1,12,15,63,24,76,8,27,7,10,8,3,4,18
2015,1444,1360,68,22,51,2,9,22,24,15,7,0,21,66,23,55,6,28,14,22,12,6,6,20
2015,1449,1431,68,24,56,6,12,14,20,12,7,6,19,65,22,52,2,15,19,26,15,7,6,21
2015,1463,1216,69,22,47,5,14,20,28,15,5,5,18,57,19,59,6,18,13,21,11,7,0,21
2015,1117,1146,67,26,58,6,19,9,16,14,11,7,16,49,17,50,8,21,7,18,21,4,5,19
2015,1124,1411,75,27,61,7,18,14,25,11,12,6,18,49,17,48,4,21,11,22,15,7,3,20
2015,1130,1265,79,27,57,8,20,17,26,9,10,5,17,61,18,38,6,14,19,24,16,2,3,21
2015,1137,1193,72,23,63,5,15,21,25,10,5,3,18,66,22,52,5,15,17,20,17,5,11,20
2015,1149,1441,72,25,54,10,25,12,18,14,5,4,16,66,24,62,10,29,8,11,10,9,6,18
2015,1170,1430,65,25,44,6,15,9,16,16,3,8,17,56,21,53,3,19,11,17,14,9,3,18
2015,1190,1287,63,15,42,8,18,25,38,12,5,5,21,59,20,53,6,21,13,18,16,4,5,24
2015,1200,1373,69,21,48,7,18,20,32,13,3,7,20,67,25,60,6,18,11,18,8,6,6,25
2015,1219,1422,76,21,49,6,16,28,33,14,7,0,18,68,27,52,5,19,9,15,16,6,3,27
2015,1251,1202,66,25,53,4,12,12,18,18,9,4,14,52,19,57,8,31,6,11,17,10,0,19
2015,1304,1199,70,24,58,7,19,15,19,13,7,1,28,65,22,54,2,18,19,32,17,6,3,17
2015,1353,1155,69,25,58,7,19,12,16,3,8,4,10,64,24,56,8,22,8,11,13,2,6,18
2015,1359,1239,76,25,50,6,14,20,29,13,4,7,19,70,22,52,9,21,17,22,13,6,2,23
2015,1376,1267,77,30,63,4,20,13,24,15,13,3,24,59,16,56,5,26,22,34,19,6,3,20
2015,1451,1331,62,19,47,10,24,14,20,9,4,0,19,61,23,54,3,8,12,20,7,5,5,16
2015,1457,1366,68,25,56,9,21,9,13,21,6,9,20,47,18,62,3,14,8,19,18,14,4,11
2015,1103,1115,81,24,56,9,25,24,37,14,8,4,14,60,23,57,7,16,7,9,16,10,0,24
2015,1104,1378,82,27,63,8,25,20,25,16,10,0,20,71,28,56,6,12,9,19,21,9,1,24
2015,1112,1205,91,36,64,10,17,9,18,8,8,2,16,65,22,58,10,29,11,19,11,0,0,18
2015,1125,1292,63,19,50,9,20,16,24,11,6,3,18,59,20,54,10,23,9,13,17,7,8,25
2015,1133,1141,84,24,46,8,20,28,38,16,4,2,25,73,21,48,8,24,23,30,10,8,2,30
2015,1140,1429,91,26,66,5,25,34,39,6,9,1,19,81,26,57,8,16,21,30,15,4,2,26
2015,1153,1392,78,29,55,7,11,13,20,8,7,8,12,52,23,57,2,13,4,10,14,4,1,16
2015,1157,1354,66,24,49,9,18,9,20,16,4,3,12,52,17,55,9,26,9,10,12,11,2,17
2015,1158,1154,59,21,47,2,12,15,19,11,10,4,18,55,18,46,9,16,10,13,17,2,3,16
2015,1177,1296,78,28,52,11,22,11,17,15,12,8,19,67,24,50,2,11,17,22,21,11,4,15
2015,1182,1224,81,32,61,9,24,8,16,13,5,7,19,63,22,59,4,15,15,23,16,6,3,19
2015,1191,1460,86,34,51,4,9,14,19,13,6,4,15,78,29,57,11,29,9,14,13,5,3,18
2015,1198,1244,59,24,55,2,13,9,19,10,6,2,13,38,14,52,4,21,6,10,15,5,7,15
2015,1208,1151,86,31,49,7,11,17,24,9,4,10,16,55,18,58,7,23,12,14,8,2,5,19
2015,1211,1368,76,30,57,9,24,7,7,7,5,2,14,57,22,45,5,15,8,10,13,2,0,13
2015,1213,1227,66,25,54,7,17,9,15,11,5,7,19,61,20,58,3,16,18,20,12,4,0,16
2015,1214,1398,62,17,56,4,22,24,32,12,7,6,23,54,17,54,4,17,16,26,14,4,4,23
2015,1218,1175,75,31,67,6,16,7,11,11,9,3,19,60,20,53,2,18,18,22,18,5,4,12
2015,1220,1313,88,24,46,14,25,26,37,8,9,2,14,74,29,63,10,23,6,10,14,3,2,27
2015,1231,1338,81,33,61,7,17,8,13,9,5,3,17,69,26,72,7,26,10,14,11,4,3,18
2015,1235,1249,96,36,69,13,34,11,18,9,16,3,8,59,23,57,8,21,5,7,27,5,2,17
2015,1241,1144,63,23,45,6,16,11,18,17,6,3,17,61,23,51,5,19,10,15,15,8,2,21
2015,1243,1303,84,32,60,9,21,11,24,13,7,3,20,66,25,57,7,24,9,15,12,8,3,24
2015,1256,1322,99,33,65,8,22,25,33,8,6,6,21,88,31,65,9,27,17,20,14,6,1,23
2015,1257,1326,64,19,54,10,29,16,28,16,11,5,21,55,17,56,6,18,15,25,14,10,4,23
2015,1259,1162,64,23,48,5,10,13,17,14,6,4,17,62,23,57,7,24,9,14,12,4,4,18
2015,1261,1269,82,35,65,5,13,7,11,19,11,10,16,60,23,61,2,13,12,19,18,12,3,17
2015,1263,1447,82,30,56,5,17,17,24,17,8,1,16,81,31,61,10,19,9,17,20,7,1,23
2015,1271,1420,65,23,49,8,21,11,15,18,8,1,23,52,19,50,4,18,10,23,13,9,1,14
2015,1274,1228,70,22,58,9,30,17,21,5,4,3,16,61,23,69,7,30,8,12,7,1,1,20
2015,1276,1393,68,25,65,11,33,7,12,7,7,1,14,65,24,48,6,17,11,14,19,5,5,15
2015,1278,1448,84,30,61,12,24,12,14,20,14,3,22,69,22,54,7,19,18,31,18,13,2,15
2015,1281,1369,65,22,44,8,15,13,23,12,4,2,20,61,25,53,6,18,5,14,9,7,4,20
2015,1345,1301,66,22,56,7,20,15,22,10,3,2,17,61,22,49,5,11,12,19,9,4,3,19
2015,1371,1291,78,33,51,3,8,9,13,14,8,5,14,55,21,61,9,34,4,6,9,6,3,14
2015,1372,1272,64,23,55,7,20,11,14,13,7,2,17,52,21,54,1,13,9,16,16,6,7,17
2015,1377,1169,68,23,52,9,17,13,18,14,5,1,16,65,24,57,2,6,15,19,8,7,6,16
2015,1385,1310,70,26,53,8,20,10,16,14,5,11,19,57,21,70,8,25,7,11,11,5,2,16
2015,1400,1426,63,18,60,5,26,22,27,13,3,13,10,53,20,55,7,16,6,9,10,5,5,23
2015,1407,1108,72,27,57,5,16,13,22,9,7,2,7,51,20,59,7,23,4,6,13,5,5,19
2015,1415,1167,59,21,45,4,14,13,17,11,10,5,13,58,23,52,7,18,5,8,14,5,4,18
2015,1416,1204,61,24,43,7,20,6,10,22,4,1,13,59,22,59,4,18,11,14,9,14,0,12
2015,1433,1229,66,22,65,9,24,13,20,8,9,5,21,62,20,40,7,13,15,23,24,4,8,18
2015,1461,1176,68,22,37,5,15,19,26,7,5,1,17,42,15,39,5,18,7,10,11,4,1,24
2015,1464,1352,89,33,61,10,24,13,17,12,9,2,17,81,31,61,9,21,10,17,11,8,3,14
2015,1102,1212,59,20,53,5,24,14,25,9,7,3,16,34,13,45,1,8,7,11,12,5,1,21
2015,1110,1135,66,23,46,5,11,15,21,9,6,4,16,49,17,50,3,15,12,19,12,4,4,22
2015,1113,1424,77,27,62,11,22,12,14,10,3,5,14,55,23,63,5,19,4,7,8,3,9,19
2015,1119,1174,73,22,46,9,22,20,31,8,5,5,20,69,23,49,5,8,18,29,11,6,3,20
2015,1131,1127,77,28,54,14,28,7,13,11,8,1,20,65,22,49,8,21,13,17,15,3,1,18
2015,1139,1232,77,28,52,6,14,15,24,11,11,1,20,54,18,48,6,24,12,22,16,4,1,21
2015,1143,1285,78,29,58,7,17,13,21,22,3,4,18,76,29,68,7,25,11,23,9,9,4,19
2015,1145,1389,60,23,51,6,16,8,12,9,6,3,14,57,22,45,7,13,6,15,13,4,3,12
2015,1160,1362,72,27,53,9,18,9,14,8,5,4,9,55,24,51,7,20,0,3,18,4,2,15
2015,1161,1431,65,24,50,7,15,10,18,16,5,3,18,62,23,50,4,10,12,22,12,7,1,21
2015,1172,1150,92,32,55,14,30,14,24,18,3,3,26,86,32,63,6,21,16,28,9,7,1,22
2015,1173,1275,66,20,46,4,20,22,33,11,9,3,15,62,22,45,9,19,9,15,17,8,4,25
2015,1181,1458,80,30,46,7,12,13,18,10,6,1,18,70,22,54,9,21,17,21,8,2,2,17
2015,1183,1123,61,20,47,5,14,16,28,12,8,7,21,54,17,56,6,21,14,21,12,6,2,23
2015,1190,1441,96,27,59,15,30,27,36,12,8,2,18,89,33,67,11,30,12,17,17,5,10,27
2015,1192,1343,89,24,47,10,22,31,41,9,9,3,25,85,26,50,13,28,20,30,11,2,1,26
2015,1194,1187,72,26,50,7,16,13,19,8,4,5,23,63,19,49,3,11,22,24,12,2,1,22
2015,1201,1414,72,24,56,3,11,21,32,13,10,4,20,63,23,65,6,20,11,20,17,7,6,24
2015,1210,1321,66,25,55,2,9,14,18,11,4,6,16,58,23,55,4,23,8,14,12,3,6,22
2015,1217,1318,60,24,46,2,7,10,13,10,8,6,14,46,17,51,2,10,10,17,14,5,0,11
2015,1221,1107,74,24,44,13,19,13,19,17,10,5,24,57,17,43,6,18,17,23,18,9,0,18
2015,1223,1349,58,22,52,5,16,9,18,12,7,3,16,55,19,51,4,19,13,15,11,7,3,17
2015,1225,1450,77,27,60,7,19,16,26,13,5,3,18,71,25,71,5,30,16,19,9,8,4,22
2015,1234,1314,60,18,55,3,20,21,24,12,3,6,20,55,19,68,4,23,13,17,10,5,3,22
2015,1236,1391,87,26,52,12,30,23,33,11,4,2,18,76,29,55,10,23,8,17,9,5,2,23
2015,1240,1457,79,27,65,8,26,17,26,9,9,5,28,76,24,49,8,16,20,26,15,2,6,22
2015,1250,1384,61,18,45,4,14,21,29,12,7,0,15,59,24,51,8,23,3,11,15,3,1,19
2015,1253,1305,68,21,66,6,19,20,29,8,7,3,19,57,16,50,2,14,23,28,19,3,11,24
2015,1255,1171,74,23,45,9,21,19,24,9,5,2,17,73,27,48,8,18,11,19,11,6,4,22
2015,1262,1312,71,22,50,10,19,17,24,18,8,3,19,67,23,59,8,26,13,21,17,11,4,21
2015,1306,1254,72,25,60,12,26,10,11,11,7,2,20,56,16,53,6,23,18,22,14,5,2,17
2015,1307,1308,62,23,48,4,9,12,18,13,11,5,16,47,16,46,5,19,10,17,20,8,3,18
2015,1316,1126,63,17,35,6,15,23,36,18,3,5,18,56,22,57,1,12,11,21,8,10,3,28
